NO (cm-1),Toluene,Toluene,T1,T2,T3 MPU,T3 PU,T4 -CSF,T4 -CCF,T4 -F,T5,T7,T9,T10-S,T10-R
697.78278,14.23974,14.23974,92.137344521828,85.7467953063429,61.6245205679713,69.5359930295968,79.4174590217919,77.3947810903892,73.1787967749544,71.9305821938802,93.3574845438133,86.4827910207538,11.8639255419416,7.06802599680401
701.12012,12.03222,12.03222,92.2632934395549,86.3396505123573,63.8150498186929,69.7789151625234,79.5683122336795,77.731329096521,73.4747392936707,72.0307964356952,93.7402129961189,86.167726159695,10.389137606032,7.43978068799128
704.45746,20.31398,20.31398,92.389174313566,86.8239364703104,66.0082970926327,70.0218025277194,79.7119588558243,78.0660906641186,73.7706818123871,72.1248484353117,94.1229414484245,85.8526612986363,9.4081055607917,8.85713199909996
707.79479,32.78877,32.78877,92.513626269548,87.3005370677326,68.2701221831572,70.2647246606459,79.8114310945384,78.4008011906153,74.0363733932937,72.1853193271895,94.5056699007301,85.5375964375775,8.55213242224317,11.7807052833329
711.13213,43.73927,43.73927,92.6305934168049,87.7771376651549,70.5763997303331,70.5076467935724,79.9109033332524,78.7326193880567,74.2766455095088,72.2311315520193,94.8883983530357,85.0938091649602,8.55213242224317,14.3641180807818
714.46947,53.95629,53.95629,92.7474925203461,88.0784903935726,72.8719213394741,73.2593388231229,79.9981515864096,79.051507173251,74.5169373460223,72.2385853752847,95.2711268053413,84.474506737554,7.36698868991517,16.8448160427354
717.80681,46.00059,46.00059,92.8607853069562,88.336058215868,75.132712651937,76.1606711646979,80.0621352165222,79.3704119721456,74.7278064972607,72.2203631893895,95.5306787512969,83.8552231402255,7.36698868991517,22.3078948993615
721.14414,37.61341,37.61341,92.9507390990875,88.5935719159061,77.3935039643998,79.0620382740034,80.1261188466349,79.6763183039919,74.9286380165922,72.163206836876,95.7447045305466,83.2359207128193,12.4471017907634,25.8256370002823
724.48148,28.28455,28.28455,93.0406248475031,88.5634799408701,79.5382914397639,80.8157573675982,80.1774879863277,79.9617571543469,75.1294498156252,72.0734030496843,95.9587303097965,82.6166371154908,16.7360391140434,25.0709346071937
727.81882,18.9557,18.9557,93.1269723227032,88.3907758179567,81.6647148351786,82.2941160357202,80.2185856647781,80.2471789910016,75.2991035431201,71.953301571683,96.1727560890463,81.9973346880845,17.5323986804901,24.5463552687707
731.15616,9.62684,9.62684,93.1831083881406,88.2181258173008,83.723187650136,83.7724747038422,80.2596833432284,80.4897092891367,75.4669824437553,71.8056256159649,96.3867818682962,81.3780322606783,15.9208883129123,24.168341281535
734.49349,0,0,93.2392444535781,87.6370692633687,85.7118397917379,85.2507986042336,80.2898587189982,80.7027208172076,75.6305820396287,71.642466248662,96.6008482596484,80.7587486633498,13.0225023562677,25.0353175822836
737.83083,0.45256,0.45256,93.2910257212119,86.7002129902164,87.6844277191906,86.2581935951519,80.3165432179633,80.9157153315781,75.7701031511045,71.4974045775129,96.8148740388982,80.1394462359435,9.45346371347785,25.3473218698552
